checking_status,duration_months,credit_history,purpose,credit_amount,savings_status,employment,installment_rate,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,credit_risk
<0,49,no_credit,education,18782,<100,>=7,2,male_married,none,1,car,20,bank,free,2,highly_skilled,2,no,yes,Bad
no_account,53,critical,radio_tv,12307,>=1000,1<=X<4,2,male_single,co_applicant,1,car,53,bank,rent,1,highly_skilled,2,no,no,Bad
no_account,6,delayed,radio_tv,11599,500<=X<1000,<1,3,female_single,guarantor,3,no_property,44,stores,own,2,skilled,2,yes,no,Good
<0,67,all_paid,car,11736,100<=X<500,4<=X<7,3,male_married,guarantor,1,life_insurance,37,none,free,1,highly_skilled,1,yes,yes,Bad
<0,47,delayed,car,5707,500<=X<1000,>=7,3,female_single,co_applicant,4,real_estate,64,none,free,2,management,2,yes,no,Good
>=200,56,delayed,education,6329,>=1000,unemployed,3,female_single,guarantor,4,life_insurance,32,none,rent,3,highly_skilled,1,yes,no,Bad
no_account,27,critical,other,12703,500<=X<1000,>=7,3,male_married,guarantor,3,car,44,stores,own,4,management,2,yes,yes,Bad
<0,63,delayed,other,19064,100<=X<500,<1,4,female_married,none,2,no_property,70,stores,free,3,management,2,no,no,Bad
>=200,6,delayed,education,18513,>=1000,<1,3,male_single,guarantor,2,no_property,62,bank,rent,3,skilled,1,no,no,Bad
no_account,23,existing_paid,car,12408,<100,4<=X<7,1,female_single,none,4,life_insurance,58,bank,own,1,highly_skilled,2,yes,yes,Bad
0<=X<200,49,critical,car,15985,100<=X<500,1<=X<4,2,female_married,co_applicant,4,life_insurance,45,bank,own,2,skilled,1,no,yes,Bad
>=200,18,no_credit,other,16080,unknown,4<=X<7,1,male_married,none,3,real_estate,42,stores,free,4,management,1,no,no,Bad
no_account,28,all_paid,furniture,15375,100<=X<500,>=7,1,female_single,co_applicant,2,no_property,59,stores,free,4,unskilled,2,yes,no,Bad
no_account,20,delayed,furniture,12155,>=1000,unemployed,4,female_single,co_applicant,2,life_insurance,61,stores,free,2,highly_skilled,2,yes,no,Bad
>=200,12,all_paid,car,12548,100<=X<500,4<=X<7,3,female_single,co_applicant,1,real_estate,63,bank,free,1,skilled,1,yes,no,Bad
0<=X<200,41,no_credit,furniture,2261,<100,1<=X<4,2,female_married,co_applicant,1,car,50,stores,rent,1,unskilled,1,no,yes,Good
>=200,51,all_paid,business,3623,<100,4<=X<7,1,female_married,co_applicant,1,life_insurance,63,bank,rent,1,highly_skilled,2,yes,no,Bad
no_account,63,no_credit,education,10585,unknown,<1,3,female_married,none,3,car,31,bank,free,4,highly_skilled,2,no,no,Bad
<0,66,existing_paid,education,10942,500<=X<1000,>=7,3,female_single,co_applicant,4,real_estate,25,none,own,1,skilled,2,no,no,Bad
<0,5,delayed,car,14777,>=1000,>=7,4,female_single,guarantor,3,car,65,none,free,1,unskilled,1,no,no,Bad
>=200,14,no_credit,radio_tv,13023,>=1000,>=7,4,male_single,guarantor,2,no_property,31,none,own,4,skilled,2,no,yes,Bad
no_account,67,all_paid,other,1539,500<=X<1000,>=7,4,male_single,co_applicant,4,no_property,18,bank,own,4,highly_skilled,1,yes,no,Bad
<0,24,delayed,car,1697,<100,>=7,2,female_married,guarantor,1,car,33,none,own,3,highly_skilled,2,no,yes,Good
no_account,21,existing_paid,furniture,19833,<100,>=7,1,female_married,none,3,no_property,35,none,rent,4,management,1,yes,yes,Bad
>=200,67,delayed,other,19817,100<=X<500,unemployed,4,male_married,none,3,real_estate,24,none,own,2,highly_skilled,1,no,yes,Bad
<0,41,no_credit,radio_tv,14389,unknown,1<=X<4,4,female_married,co_applicant,1,no_property,32,stores,own,4,highly_skilled,2,yes,yes,Bad
no_account,35,existing_paid,furniture,14007,unknown,>=7,4,male_single,co_applicant,3,car,41,bank,rent,4,unskilled,1,yes,yes,Bad
<0,14,all_paid,business,5712,unknown,1<=X<4,1,male_single,co_applicant,1,car,66,none,own,1,unskilled,1,yes,no,Good
>=200,48,existing_paid,furniture,19850,100<=X<500,>=7,1,male_single,guarantor,2,car,68,stores,own,3,management,1,no,yes,Bad
no_account,36,existing_paid,business,19770,unknown,4<=X<7,4,female_single,guarantor,4,life_insurance,72,stores,free,1,management,1,no,yes,Bad
<0,44,critical,other,19952,500<=X<1000,>=7,4,female_single,none,2,car,30,stores,own,3,management,1,no,yes,Bad
>=200,11,existing_paid,business,19416,100<=X<500,<1,3,female_married,guarantor,2,real_estate,26,none,own,1,skilled,2,yes,no,Bad
<0,14,existing_paid,other,7907,500<=X<1000,unemployed,4,male_married,none,1,no_property,73,stores,own,2,skilled,2,no,yes,Good
<0,54,delayed,other,5170,100<=X<500,4<=X<7,2,male_married,guarantor,3,no_property,73,bank,own,1,management,1,no,no,Bad
0<=X<200,44,all_paid,other,10595,unknown,4<=X<7,2,male_married,none,2,life_insurance,32,stores,own,1,skilled,2,no,yes,Good
0<=X<200,20,delayed,other,8667,500<=X<1000,<1,4,female_single,co_applicant,2,life_insurance,74,stores,rent,2,highly_skilled,1,yes,yes,Good
>=200,49,delayed,other,17410,500<=X<1000,>=7,1,male_single,guarantor,2,real_estate,52,stores,own,2,management,1,no,no,Bad
0<=X<200,35,no_credit,furniture,5458,500<=X<1000,unemployed,3,male_single,none,3,car,41,stores,own,4,management,2,no,no,Good
>=200,57,delayed,other,937,100<=X<500,4<=X<7,1,female_single,guarantor,3,life_insurance,50,bank,rent,1,skilled,1,yes,no,Bad
0<=X<200,23,critical,furniture,17163,>=1000,unemployed,4,male_married,co_applicant,1,no_property,33,none,rent,2,unskilled,1,yes,yes,Bad
<0,36,critical,other,13473,unknown,4<=X<7,2,male_married,none,2,life_insurance,25,bank,own,2,management,1,yes,no,Bad
>=200,43,no_credit,business,8330,500<=X<1000,>=7,3,female_married,guarantor,4,life_insurance,46,bank,own,4,skilled,2,yes,no,Good
>=200,35,all_paid,other,18787,>=1000,4<=X<7,1,female_married,guarantor,3,car,40,none,own,3,skilled,2,yes,no,Bad
<0,5,all_paid,radio_tv,9736,unknown,4<=X<7,1,male_married,co_applicant,1,life_insurance,62,stores,free,2,unskilled,1,yes,no,Good
>=200,36,delayed,other,6344,unknown,1<=X<4,4,female_single,co_applicant,2,real_estate,48,none,free,2,management,1,no,no,Good
>=200,33,delayed,other,7942,500<=X<1000,>=7,3,male_married,none,4,no_property,57,none,own,1,unskilled,1,no,yes,Good
0<=X<200,36,delayed,business,11338,500<=X<1000,<1,2,female_married,guarantor,3,car,66,bank,rent,4,highly_skilled,1,yes,no,Good
>=200,29,all_paid,education,3353,100<=X<500,<1,4,male_married,guarantor,4,no_property,71,none,own,1,unskilled,1,no,yes,Good
no_account,25,existing_paid,business,2690,>=1000,>=7,3,female_single,co_applicant,3,real_estate,72,stores,rent,3,unskilled,2,yes,no,Good
<0,69,critical,radio_tv,7374,>=1000,<1,1,male_single,co_applicant,1,real_estate,31,bank,rent,4,skilled,2,no,no,Bad
0<=X<200,41,existing_paid,education,17478,500<=X<1000,>=7,4,female_single,none,4,life_insurance,70,stores,rent,1,unskilled,2,yes,yes,Bad
0<=X<200,49,existing_paid,car,14281,unknown,<1,1,female_single,guarantor,2,life_insurance,47,bank,own,2,highly_skilled,2,yes,yes,Bad
no_account,18,all_paid,car,14786,500<=X<1000,1<=X<4,1,female_married,guarantor,2,life_insurance,70,stores,own,2,skilled,1,no,yes,Bad
<0,47,existing_paid,radio_tv,696,unknown,<1,4,female_single,none,3,no_property,56,none,rent,4,highly_skilled,1,no,yes,Good
<0,52,no_credit,business,4165,unknown,4<=X<7,4,female_single,none,2,real_estate,44,none,free,2,unskilled,2,no,no,Bad
0<=X<200,64,delayed,furniture,16037,500<=X<1000,>=7,4,female_married,co_applicant,4,car,64,none,free,1,highly_skilled,2,no,yes,Bad
>=200,70,no_credit,radio_tv,19743,<100,unemployed,4,female_married,co_applicant,1,life_insurance,33,stores,free,4,highly_skilled,1,no,no,Bad
0<=X<200,9,critical,education,17868,>=1000,unemployed,4,male_single,none,3,no_property,68,bank,rent,2,unskilled,2,no,no,Bad
<0,12,delayed,education,6837,unknown,>=7,1,male_married,none,4,life_insurance,23,bank,own,2,unskilled,1,no,no,Bad
no_account,9,existing_paid,other,476,unknown,1<=X<4,2,female_single,guarantor,3,real_estate,72,bank,rent,3,skilled,1,no,yes,Good
0<=X<200,35,critical,car,11401,<100,<1,2,female_married,none,1,car,50,none,free,3,skilled,1,yes,yes,Good
<0,44,delayed,education,5808,100<=X<500,1<=X<4,4,male_single,none,3,real_estate,61,stores,own,4,management,2,no,yes,Good
0<=X<200,11,existing_paid,radio_tv,12221,<100,unemployed,1,male_married,guarantor,2,no_property,35,bank,rent,3,skilled,2,no,no,Bad
>=200,53,no_credit,education,436,<100,>=7,2,female_married,none,2,life_insurance,33,stores,rent,1,unskilled,2,yes,yes,Bad
0<=X<200,65,delayed,radio_tv,14930,unknown,>=7,2,male_married,co_applicant,3,real_estate,29,bank,free,2,highly_skilled,2,yes,yes,Bad
0<=X<200,65,existing_paid,furniture,14809,>=1000,1<=X<4,2,male_married,co_applicant,1,no_property,37,none,rent,2,highly_skilled,2,yes,no,Bad
<0,10,no_credit,other,11319,<100,1<=X<4,1,female_single,guarantor,1,life_insurance,62,stores,own,2,skilled,1,yes,yes,Good
<0,7,critical,car,2785,100<=X<500,<1,4,female_single,none,2,car,57,bank,free,4,skilled,2,no,no,Good
<0,9,critical,education,2182,500<=X<1000,4<=X<7,4,female_married,co_applicant,1,real_estate,46,bank,free,4,unskilled,1,no,yes,Good
0<=X<200,61,critical,radio_tv,2282,<100,4<=X<7,4,male_married,co_applicant,3,life_insurance,47,bank,own,3,highly_skilled,1,yes,yes,Bad
>=200,25,critical,business,1502,<100,<1,3,female_married,co_applicant,4,life_insurance,43,bank,free,2,management,1,yes,yes,Good
no_account,29,all_paid,car,5759,100<=X<500,4<=X<7,3,female_married,co_applicant,3,life_insurance,39,none,rent,2,management,2,no,yes,Good
no_account,6,delayed,furniture,5324,>=1000,unemployed,3,male_married,none,2,life_insurance,50,bank,rent,2,skilled,2,no,yes,Good
<0,44,delayed,radio_tv,14150,<100,4<=X<7,1,female_married,none,2,real_estate,70,bank,free,2,management,2,no,no,Bad
<0,63,all_paid,other,14773,<100,<1,2,male_married,none,2,life_insurance,56,none,own,2,unskilled,2,no,yes,Bad
0<=X<200,17,existing_paid,other,2131,>=1000,4<=X<7,2,male_married,none,1,no_property,64,bank,rent,1,management,2,yes,yes,Good
no_account,15,existing_paid,furniture,519,100<=X<500,>=7,1,male_married,co_applicant,3,real_estate,46,stores,own,2,skilled,2,no,yes,Good
<0,15,critical,furniture,1880,<100,1<=X<4,1,male_married,guarantor,4,life_insurance,39,stores,rent,1,unskilled,2,yes,yes,Good
>=200,16,no_credit,other,18208,>=1000,unemployed,4,male_single,guarantor,3,real_estate,62,bank,rent,2,highly_skilled,2,yes,yes,Bad
>=200,28,existing_paid,education,13633,<100,>=7,4,male_married,co_applicant,4,no_property,30,none,free,4,unskilled,1,yes,yes,Bad
<0,48,no_credit,education,16402,500<=X<1000,>=7,3,female_single,co_applicant,3,no_property,26,none,free,4,skilled,2,no,yes,Bad
<0,22,delayed,radio_tv,11334,unknown,<1,3,female_single,guarantor,2,real_estate,41,none,own,1,skilled,1,yes,no,Good
no_account,58,no_credit,business,1945,500<=X<1000,1<=X<4,1,female_single,guarantor,4,life_insurance,32,bank,free,2,management,1,no,no,Bad
no_account,48,delayed,radio_tv,19892,<100,1<=X<4,3,male_married,co_applicant,3,life_insurance,53,bank,rent,4,management,1,yes,yes,Bad
0<=X<200,11,all_paid,business,15071,100<=X<500,unemployed,2,female_single,co_applicant,1,no_property,30,stores,rent,4,highly_skilled,1,no,no,Bad
no_account,56,all_paid,furniture,3512,unknown,<1,1,male_single,none,1,life_insurance,44,none,own,2,highly_skilled,2,yes,yes,Bad
>=200,58,critical,car,1695,500<=X<1000,unemployed,1,female_married,none,3,no_property,61,bank,own,2,skilled,2,yes,no,Bad
>=200,35,existing_paid,radio_tv,16686,>=1000,4<=X<7,2,male_married,guarantor,2,life_insurance,54,bank,rent,4,skilled,1,no,yes,Bad
<0,54,critical,radio_tv,10199,100<=X<500,>=7,4,female_single,co_applicant,4,no_property,24,bank,free,2,skilled,1,no,yes,Bad
no_account,47,delayed,business,18300,500<=X<1000,unemployed,4,male_single,guarantor,3,car,25,none,free,3,highly_skilled,1,yes,no,Bad
0<=X<200,21,critical,furniture,7151,>=1000,>=7,2,female_married,none,1,life_insurance,54,none,own,2,skilled,2,yes,yes,Good
>=200,25,no_credit,furniture,19419,<100,<1,2,male_single,none,4,life_insurance,58,stores,own,4,highly_skilled,1,no,no,Bad
>=200,40,delayed,business,969,>=1000,4<=X<7,3,female_single,guarantor,1,life_insurance,31,none,rent,4,skilled,1,yes,yes,Good
0<=X<200,59,all_paid,furniture,8847,500<=X<1000,<1,1,male_single,none,1,real_estate,29,bank,rent,1,unskilled,2,no,yes,Bad
0<=X<200,62,existing_paid,other,7105,500<=X<1000,4<=X<7,3,female_married,co_applicant,3,life_insurance,53,stores,own,3,unskilled,1,no,yes,Bad
>=200,6,delayed,education,18928,<100,4<=X<7,2,female_single,guarantor,1,real_estate,69,none,rent,4,skilled,2,yes,yes,Bad
>=200,31,delayed,other,8513,>=1000,>=7,3,female_married,co_applicant,4,real_estate,57,none,own,3,unskilled,2,no,no,Good
0<=X<200,38,no_credit,car,14770,>=1000,<1,2,male_single,co_applicant,2,no_property,34,none,own,2,highly_skilled,1,yes,yes,Bad
>=200,64,existing_paid,radio_tv,12124,<100,<1,3,male_married,none,3,real_estate,57,none,free,4,management,1,no,no,Bad
<0,57,all_paid,car,14329,>=1000,unemployed,3,male_married,co_applicant,4,real_estate,70,bank,own,1,unskilled,1,no,no,Bad
<0,66,delayed,radio_tv,17332,<100,<1,4,male_married,guarantor,3,car,46,none,rent,4,management,2,yes,yes,Bad
0<=X<200,10,delayed,education,7493,100<=X<500,unemployed,2,male_married,co_applicant,1,life_insurance,44,bank,free,1,unskilled,2,no,yes,Good
no_account,52,no_credit,furniture,9268,500<=X<1000,1<=X<4,3,female_married,co_applicant,1,real_estate,18,bank,free,3,highly_skilled,2,yes,no,Bad
0<=X<200,34,critical,other,16982,100<=X<500,1<=X<4,1,male_married,co_applicant,4,life_insurance,69,bank,rent,1,unskilled,1,no,no,Bad
0<=X<200,61,all_paid,business,12350,unknown,1<=X<4,3,female_married,co_applicant,4,real_estate,51,stores,rent,2,unskilled,1,no,yes,Bad
no_account,64,existing_paid,other,16941,unknown,<1,3,female_single,co_applicant,2,no_property,21,bank,rent,2,skilled,1,no,no,Bad
no_account,27,delayed,education,5070,unknown,<1,1,male_married,none,4,car,41,none,own,2,management,1,no,no,Good
no_account,23,delayed,car,11251,<100,unemployed,2,female_married,guarantor,4,real_estate,38,stores,free,4,management,1,yes,no,Good
<0,40,all_paid,business,14157,>=1000,4<=X<7,4,male_married,none,3,life_insurance,50,none,own,2,highly_skilled,1,no,yes,Bad
>=200,7,critical,furniture,11919,100<=X<500,unemployed,4,male_married,guarantor,1,no_property,24,bank,own,2,highly_skilled,2,no,no,Bad
<0,23,delayed,education,16166,100<=X<500,1<=X<4,4,male_married,guarantor,4,life_insurance,18,none,own,4,management,2,no,no,Bad
>=200,63,all_paid,business,11128,100<=X<500,unemployed,1,female_married,guarantor,2,no_property,58,stores,own,3,skilled,2,yes,no,Bad
<0,27,no_credit,education,3235,100<=X<500,4<=X<7,3,male_single,guarantor,4,car,20,stores,free,2,skilled,1,yes,no,Bad
>=200,53,critical,education,8362,unknown,<1,2,male_married,guarantor,1,no_property,61,none,free,2,management,2,yes,yes,Bad
<0,52,existing_paid,furniture,8717,100<=X<500,unemployed,3,male_married,co_applicant,4,life_insurance,68,none,own,4,unskilled,2,yes,yes,Bad
no_account,54,delayed,radio_tv,19181,>=1000,1<=X<4,4,female_single,none,3,life_insurance,32,none,rent,3,management,2,no,no,Bad
0<=X<200,39,all_paid,business,586,unknown,1<=X<4,3,male_single,none,1,real_estate,48,stores,free,3,unskilled,1,no,no,Good
<0,69,no_credit,furniture,10415,100<=X<500,<1,1,female_married,co_applicant,4,no_property,71,bank,own,3,management,1,no,no,Bad
>=200,37,existing_paid,education,19613,<100,unemployed,1,female_single,guarantor,3,life_insurance,33,none,rent,4,unskilled,2,yes,yes,Bad
no_account,39,all_paid,furniture,13018,500<=X<1000,4<=X<7,2,male_married,none,1,real_estate,27,bank,rent,1,skilled,1,yes,yes,Bad
<0,9,all_paid,radio_tv,4218,500<=X<1000,<1,2,female_single,co_applicant,4,car,71,stores,own,1,management,1,no,no,Good
<0,42,existing_paid,other,1160,500<=X<1000,unemployed,4,female_single,co_applicant,3,life_insurance,46,none,free,2,highly_skilled,1,no,no,Good
no_account,45,no_credit,business,18630,unknown,>=7,2,male_married,none,2,real_estate,23,none,rent,2,unskilled,1,no,yes,Bad
<0,61,no_credit,radio_tv,15882,100<=X<500,1<=X<4,3,male_single,none,3,life_insurance,46,stores,free,2,skilled,2,yes,no,Bad
0<=X<200,15,critical,car,16529,unknown,4<=X<7,1,male_single,guarantor,2,no_property,34,none,free,1,highly_skilled,1,no,no,Bad
<0,6,delayed,business,3379,>=1000,4<=X<7,1,female_single,guarantor,4,real_estate,70,bank,rent,4,skilled,2,no,yes,Good
0<=X<200,21,existing_paid,radio_tv,5697,<100,4<=X<7,1,male_married,none,3,no_property,39,stores,own,2,unskilled,2,yes,yes,Good
0<=X<200,43,existing_paid,education,6379,<100,1<=X<4,2,female_married,guarantor,2,car,41,stores,rent,4,management,1,yes,yes,Good
no_account,24,existing_paid,business,6100,500<=X<1000,unemployed,1,female_single,co_applicant,1,no_property,34,none,rent,2,skilled,1,no,yes,Good
<0,18,no_credit,business,7696,500<=X<1000,<1,1,female_married,guarantor,3,real_estate,38,stores,free,4,management,1,yes,yes,Good
no_account,29,delayed,furniture,12199,500<=X<1000,unemployed,1,female_single,guarantor,4,life_insurance,68,none,own,4,management,2,no,no,Bad
<0,11,critical,education,8769,100<=X<500,<1,4,female_single,co_applicant,1,real_estate,67,none,free,1,skilled,2,no,yes,Good
<0,45,all_paid,car,564,>=1000,4<=X<7,4,male_married,guarantor,2,no_property,28,stores,rent,4,skilled,2,no,yes,Good
>=200,47,all_paid,other,11987,>=1000,unemployed,2,male_married,co_applicant,3,no_property,73,none,own,3,skilled,2,no,yes,Good
<0,17,existing_paid,radio_tv,1384,>=1000,4<=X<7,1,female_married,guarantor,3,life_insurance,24,bank,own,1,management,2,yes,yes,Bad
no_account,5,delayed,furniture,11188,>=1000,>=7,2,female_married,none,4,car,59,bank,own,2,highly_skilled,2,yes,yes,Good
0<=X<200,40,no_credit,radio_tv,15838,500<=X<1000,4<=X<7,1,male_single,guarantor,1,real_estate,56,none,own,1,unskilled,2,yes,yes,Bad
<0,41,delayed,car,8597,<100,4<=X<7,1,male_married,none,3,life_insurance,22,bank,own,3,highly_skilled,1,no,no,Bad
>=200,44,delayed,car,5842,500<=X<1000,<1,1,female_single,none,3,life_insurance,61,none,rent,3,management,2,no,yes,Good
no_account,65,no_credit,business,18358,>=1000,>=7,2,female_single,none,1,life_insurance,65,bank,rent,4,skilled,2,no,no,Bad
<0,63,existing_paid,car,19977,500<=X<1000,4<=X<7,2,male_single,none,3,real_estate,74,stores,rent,3,skilled,2,yes,no,Bad
no_account,17,delayed,radio_tv,17520,>=1000,4<=X<7,1,male_married,none,1,real_estate,38,none,free,3,unskilled,2,yes,yes,Bad
>=200,5,all_paid,education,11247,unknown,>=7,3,female_single,co_applicant,1,real_estate,35,none,own,3,unskilled,1,no,yes,Good
>=200,20,no_credit,education,971,<100,>=7,2,male_single,co_applicant,1,car,52,none,own,3,highly_skilled,2,yes,no,Good
no_account,31,critical,business,9354,unknown,unemployed,4,male_single,co_applicant,4,life_insurance,37,none,rent,2,highly_skilled,2,yes,no,Good
<0,69,existing_paid,other,19991,100<=X<500,<1,2,female_single,none,1,no_property,32,none,own,2,unskilled,1,yes,no,Bad
0<=X<200,38,no_credit,radio_tv,1120,500<=X<1000,>=7,1,female_single,guarantor,1,no_property,22,none,free,1,management,1,yes,yes,Bad
>=200,8,critical,radio_tv,7001,100<=X<500,>=7,3,female_married,co_applicant,2,life_insurance,30,stores,own,4,highly_skilled,2,no,no,Good
<0,68,critical,car,17131,500<=X<1000,1<=X<4,1,male_married,guarantor,2,no_property,68,stores,own,2,skilled,2,yes,yes,Bad
<0,43,delayed,radio_tv,2006,unknown,>=7,4,female_married,guarantor,4,car,29,bank,free,3,skilled,2,no,yes,Good
0<=X<200,59,delayed,furniture,1367,>=1000,<1,2,male_single,none,1,car,72,none,rent,4,management,2,yes,no,Bad
>=200,39,delayed,other,11851,>=1000,4<=X<7,2,female_single,none,2,real_estate,38,bank,rent,2,unskilled,2,no,yes,Good
>=200,48,no_credit,car,3078,500<=X<1000,4<=X<7,1,female_married,none,2,real_estate,54,bank,own,1,highly_skilled,2,no,yes,Good
<0,26,no_credit,furniture,15246,>=1000,4<=X<7,1,male_single,co_applicant,3,real_estate,23,stores,free,3,skilled,1,yes,no,Bad
<0,50,existing_paid,business,18281,unknown,4<=X<7,4,male_married,none,1,real_estate,24,bank,rent,4,unskilled,1,no,no,Bad
0<=X<200,34,delayed,education,14128,>=1000,1<=X<4,3,female_single,co_applicant,2,real_estate,43,stores,rent,2,highly_skilled,2,no,yes,Bad
0<=X<200,14,critical,business,7242,unknown,>=7,4,female_married,co_applicant,4,no_property,59,bank,rent,4,management,2,yes,no,Good
>=200,13,all_paid,education,14028,100<=X<500,4<=X<7,3,male_married,co_applicant,3,no_property,65,none,own,2,skilled,2,no,yes,Bad
no_account,70,existing_paid,business,7021,unknown,unemployed,2,female_married,co_applicant,3,real_estate,25,bank,free,1,management,1,yes,no,Bad
>=200,17,no_credit,radio_tv,16776,<100,4<=X<7,3,male_single,none,1,car,26,stores,own,3,management,2,no,no,Bad
<0,13,existing_paid,furniture,19395,<100,>=7,3,male_married,co_applicant,1,no_property,44,stores,rent,1,management,1,yes,no,Bad
>=200,4,existing_paid,education,3685,<100,4<=X<7,2,female_married,none,3,car,21,stores,free,3,highly_skilled,1,yes,no,Bad
no_account,8,existing_paid,car,6872,500<=X<1000,1<=X<4,2,male_married,none,4,car,38,bank,own,3,management,2,yes,yes,Good
0<=X<200,23,existing_paid,furniture,13102,500<=X<1000,<1,2,male_single,co_applicant,1,life_insurance,48,bank,rent,4,highly_skilled,1,yes,no,Bad
no_account,11,all_paid,car,15056,500<=X<1000,<1,4,male_married,none,1,life_insurance,38,stores,rent,2,highly_skilled,2,yes,yes,Bad
no_account,46,delayed,furniture,10873,unknown,>=7,2,female_married,guarantor,3,real_estate,57,none,own,1,management,1,no,yes,Good
no_account,4,critical,furniture,2098,500<=X<1000,<1,1,male_single,none,3,car,42,none,rent,1,management,2,no,no,Good
0<=X<200,60,existing_paid,business,2946,100<=X<500,<1,2,female_single,none,1,no_property,56,bank,rent,1,unskilled,2,yes,no,Bad
no_account,67,existing_paid,education,1967,<100,unemployed,2,female_married,co_applicant,2,life_insurance,32,bank,free,4,skilled,1,no,no,Bad
no_account,31,existing_paid,education,19706,unknown,>=7,2,female_married,co_applicant,1,life_insurance,70,stores,rent,4,unskilled,1,no,no,Bad
no_account,40,delayed,furniture,9509,<100,>=7,3,male_single,none,2,car,52,bank,own,4,skilled,1,no,no,Good
<0,50,no_credit,radio_tv,3036,500<=X<1000,<1,4,male_single,co_applicant,3,life_insurance,66,bank,free,3,skilled,2,yes,yes,Bad
no_account,40,no_credit,radio_tv,14404,unknown,<1,2,female_single,guarantor,2,life_insurance,60,stores,own,1,unskilled,1,yes,no,Bad
0<=X<200,52,all_paid,car,13659,>=1000,<1,4,female_married,guarantor,4,no_property,58,stores,rent,3,unskilled,1,no,yes,Bad
no_account,47,no_credit,car,4041,100<=X<500,1<=X<4,1,male_single,co_applicant,3,car,54,bank,free,1,skilled,2,yes,yes,Good
no_account,59,existing_paid,business,4121,500<=X<1000,4<=X<7,1,female_single,none,1,life_insurance,74,none,free,1,skilled,2,yes,yes,Bad
0<=X<200,31,existing_paid,furniture,2056,500<=X<1000,1<=X<4,2,female_single,guarantor,1,car,59,bank,free,2,skilled,1,no,yes,Good
no_account,9,existing_paid,car,18138,100<=X<500,>=7,1,male_single,guarantor,3,life_insurance,64,none,free,1,highly_skilled,1,yes,no,Bad
0<=X<200,64,all_paid,car,19942,100<=X<500,unemployed,4,female_married,none,3,no_property,45,none,own,4,skilled,1,yes,no,Bad
no_account,23,existing_paid,other,13554,>=1000,4<=X<7,3,male_married,co_applicant,4,car,31,none,rent,4,management,2,yes,yes,Bad
0<=X<200,5,no_credit,furniture,18324,500<=X<1000,unemployed,2,male_married,guarantor,3,life_insurance,21,stores,rent,4,management,2,yes,yes,Bad
no_account,40,delayed,business,15799,500<=X<1000,>=7,1,female_single,none,1,no_property,70,stores,free,2,management,1,yes,no,Bad
no_account,23,delayed,car,3553,<100,>=7,4,male_married,none,4,life_insurance,37,stores,rent,2,unskilled,2,no,yes,Good
<0,29,critical,business,19747,unknown,unemployed,4,male_married,guarantor,1,car,51,bank,own,3,unskilled,1,yes,no,Bad
<0,32,no_credit,education,16311,unknown,unemployed,1,male_single,co_applicant,2,life_insurance,29,stores,rent,1,unskilled,1,yes,yes,Bad
no_account,4,existing_paid,business,15448,<100,unemployed,4,female_single,guarantor,3,car,50,stores,own,1,skilled,2,no,no,Bad
no_account,38,delayed,radio_tv,18138,unknown,>=7,4,female_married,none,2,car,41,bank,own,4,management,1,no,yes,Bad
>=200,62,no_credit,radio_tv,10905,100<=X<500,<1,2,female_single,guarantor,1,life_insurance,37,bank,rent,4,skilled,1,yes,yes,Bad
